"Name","Win Place","Kill Place","Kills","Bot Kills","Kill Streaks","Headshot Kills","Damage Dealt","Assists","Knocks","Heals","Boosts","Death Type","Revives","Team Kills","Longest Kill","Weapons Acquired","Time Survived","Distance Traveled ","Walk Distance ","Ride Distance ","Swim Distance ","Team Name"
"Preto_MG","4","8","3","0","3","0","327.8838","1","2","2","5","byplayer","1","0","19.013416","6","753","1683.7412","1683.7412","-","-","4-Preto_MG-X_x_Light_x_X-vefaz-iFoguetero"
"X_x_Light_x_X","4","16","1","0","1","0","234.20253","1","0","1","4","byplayer","1","0","260.25647","10","753","1789.7845","1789.7845","-","-","4-Preto_MG-X_x_Light_x_X-vefaz-iFoguetero"
"iFoguetero","4","17","1","0","1","0","161.47","0","1","4","2","byplayer","0","0","8.899156","7","439","765.62836","765.62836","-","-","4-Preto_MG-X_x_Light_x_X-vefaz-iFoguetero"
"marcelmagaHS","5","12","2","0","1","1","310.58","0","2","7","5","byplayer","1","0","9.034061","3","614","1149.9302","1149.9302","-","-","5-marcelmagaHS-LokoMasCrazy-xA_N_D_R_Ex-Loz1m"
"LokoMasCrazy","5","29","0","0","0","0","82.72","0","1","8","2","byplayer","0","0","-","6","614","838.0563","838.0563","-","-","5-marcelmagaHS-LokoMasCrazy-xA_N_D_R_Ex-Loz1m"
"Loz1m","5","18","1","0","1","0","97.98385","0","0","5","6","suicide","2","0","17.49767","14","614","837.50415","837.50415","-","-","5-marcelmagaHS-LokoMasCrazy-xA_N_D_R_Ex-Loz1m"
"Th1ago-_","6","31","0","0","0","0","177.38892","3","0","1","2","byplayer","0","0","-","8","567","1092.7954","1092.7954","-","-","6-Th1ago-_-Ojeda121-AxeGamer7"
"Ojeda121","6","9","3","3","1","0","319.47943","0","3","1","1","byplayer","0","0","259.34323","7","567","1150.5931","1150.5931","-","-","6-Th1ago-_-Ojeda121-AxeGamer7"
"AxeGamer7","6","30","0","0","0","0","49.204906","1","0","0","2","byplayer","0","0","-","7","567","1068.8363","1068.8363","-","-","6-Th1ago-_-Ojeda121-AxeGamer7"
"Y0uHav3NoChanc3","7","33","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","204","0.28","0.28","-","-","15-Jeffesquerd-spardaAlluka-Y0uHav3NoChanc3-alessander23"
"alessander23","7","32","0","0","0","0","74.43743","0","1","0","2","byplayer","0","0","-","7","485","1081.9537","1081.9537","-","-","15-Jeffesquerd-spardaAlluka-Y0uHav3NoChanc3-alessander23"
"dbcdezxcy","8","35","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","406","655.94165","655.94165","-","-","8-dbcdezxcy-Yaladaa-JNY_G-Jhona_bo"
"Yaladaa","8","34","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","548","625.3229","625.3229","-","-","8-dbcdezxcy-Yaladaa-JNY_G-Jhona_bo"
"JNY_G","8","37","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","266","308.65384","308.65384","-","-","8-dbcdezxcy-Yaladaa-JNY_G-Jhona_bo"
"Jhona_bo","8","36","0","0","0","0","27.468182","0","0","0","0","byplayer","0","0","-","0","303","143.02298","143.02298","-","-","8-dbcdezxcy-Yaladaa-JNY_G-Jhona_bo"
"Cebollita666","9","38","0","0","0","0","0","0","0","4","0","byplayer","0","0","-","7","419","694.3688","694.3688","-","-","9-Cebollita666-ENFIT3-LuisGore"
"ENFIT3","9","13","2","0","1","0","200","0","1","1","1","byplayer","0","0","18.87972","8","411","605.2855","605.2855","-","-","9-Cebollita666-ENFIT3-LuisGore"
"LuisGore","9","19","1","0","1","0","206.89853","1","2","0","0","byplayer","0","0","19.953194","5","474","432.99863","432.99863","-","-","9-Cebollita666-ENFIT3-LuisGore"
"vefaz","9","20","1","0","1","0","154.48694","1","2","1","1","byplayer","0","0","105.97577","5","440","735.7341","735.7341","-","-","4-Preto_MG-X_x_Light_x_X-vefaz-iFoguetero"
"Pochineitor","10","21","1","0","1","0","224.1506","1","1","0","0","byplayer","0","0","185.08905","3","366","750.943","750.943","-","-","10-Pochineitor-Gadiel-31-Fernetero-LocoCannabico"
"Gadiel-31","10","39","0","0","0","0","0","0","0","0","0","byzone","0","0","-","4","371","623.0781","623.0781","-","-","10-Pochineitor-Gadiel-31-Fernetero-LocoCannabico"
"Fernetero","10","40","0","0","0","0","0","0","0","0","0","byzone","0","0","-","6","337","672.32495","672.32495","-","-","10-Pochineitor-Gadiel-31-Fernetero-LocoCannabico"
"LocoCannabico","10","14","2","0","1","0","104.81463","0","2","0","1","byplayer","0","0","117.39316","3","359","640.0213","640.0213","-","-","10-Pochineitor-Gadiel-31-Fernetero-LocoCannabico"
"F_Cean","11","41","0","0","0","0","202.54903","1","0","0","2","byplayer","0","0","-","3","239","266.3084","266.3084","-","-","11-F_Cean-TTV_P4NZ3R-darkzavid"
"TTV_P4NZ3R","11","23","1","0","1","0","175","0","2","6","1","byplayer","0","0","7.6080546","5","296","306.38156","306.38156","-","-","11-F_Cean-TTV_P4NZ3R-darkzavid"
"darkzavid","11","22","1","0","1","0","83.54098","0","2","1","1","byplayer","1","0","10.689954","5","296","282.77515","282.77515","-","-","11-F_Cean-TTV_P4NZ3R-darkzavid"
"bechito","12","42","0","0","0","0","33.11","0","0","0","0","byplayer","0","0","-","8","267","405.5775","405.5775","-","-","12-bechito-Oxitro-Rikzzzz_uy"
"Oxitro","12","44","0","0","0","0","38.950985","0","0","0","0","byplayer","0","0","-","10","254","313.94034","313.94034","-","-","12-bechito-Oxitro-Rikzzzz_uy"
"Rikzzzz_uy","12","43","0","0","0","0","36.899998","0","0","0","0","byplayer","0","0","-","3","261","461.675","461.675","-","-","12-bechito-Oxitro-Rikzzzz_uy"
"spardaAlluka","12","45","0","0","0","0","0","0","0","1","0","byplayer","0","0","-","2","198","230.7119","230.7119","-","-","15-Jeffesquerd-spardaAlluka-Y0uHav3NoChanc3-alessander23"
"N1zakk","13","24","1","0","1","0","123.22","0","1","0","0","byplayer","0","0","3.3152683","1","150","107.565384","107.565384","-","-","13-N1zakk-LELANARO-Aoikazulha"
"Aoikazulha","13","46","0","0","0","0","111.40091","1","1","0","1","byplayer","0","0","-","3","195","171.6918","171.6918","-","-","13-N1zakk-LELANARO-Aoikazulha"
"Alfito","14","49","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","97","13.667851","13.667851","-","-","14-Alfito-B4RR3T4-Macho-Menos"
"B4RR3T4","14","48","0","0","0","0","63.3487","0","0","0","0","byplayer","0","0","-","1","169","54.98628","54.98628","-","-","14-Alfito-B4RR3T4-Macho-Menos"
"Macho-Menos","14","47","0","0","0","0","100","0","1","0","0","byplayer","0","0","-","4","194","361.745","361.745","-","-","14-Alfito-B4RR3T4-Macho-Menos"
"LELANARO","14","50","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","92","43.32125","43.32125","-","-","13-N1zakk-LELANARO-Aoikazulha"
"HellenRaven","15","53","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","3","153","82.10453","82.10453","-","-","15-HellenRaven-mazu131-gabrielbaldao-Soiuqram"
"mazu131","15","52","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","162","172.87834","172.87834","-","-","15-HellenRaven-mazu131-gabrielbaldao-Soiuqram"
"gabrielbaldao","15","51","0","0","0","0","153.68176","0","1","1","0","byplayer","0","0","-","1","162","70.02046","70.02046","-","-","15-HellenRaven-mazu131-gabrielbaldao-Soiuqram"
"Soiuqram","15","54","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","2","152","153.77174","153.77174","-","-","15-HellenRaven-mazu131-gabrielbaldao-Soiuqram"
"Jeffesquerd","15","55","0","0","0","0","0","0","1","0","0","suicide","0","0","-","0","126","0.56290644","-","-","0.56290644","15-Jeffesquerd-spardaAlluka-Y0uHav3NoChanc3-alessander23"
"HEIFFERT-PERU","15","56","0","0","0","0","35.693863","1","0","0","0","byplayer","0","0","-","4","116","78.82489","78.82489","-","-","15-HEIFFERT-PERU-Lexxero-DemonousDominic-Skyness08"
"Aalfajor","16","57","0","0","0","0","100","0","1","0","0","byplayer","0","0","-","3","138","27.725426","27.725426","-","-","16-Aalfajor-laharnacho-RE5PECT-Macnoon"
"laharnacho","16","59","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","3","138","305.35065","305.35065","-","-","16-Aalfajor-laharnacho-RE5PECT-Macnoon"
"RE5PECT","16","60","0","0","0","0","151.249","0","1","0","0","byplayer","0","0","-","3","126","153.63481","153.63481","-","-","16-Aalfajor-laharnacho-RE5PECT-Macnoon"
"Macnoon","16","58","0","0","0","0","19.068277","0","0","0","0","byplayer","0","0","-","4","138","233.84515","233.84515","-","-","16-Aalfajor-laharnacho-RE5PECT-Macnoon"
"xA_N_D_R_Ex","16","61","0","0","0","0","124.64","0","0","0","0","byplayer","0","0","-","3","125","128.62843","128.62843","-","-","5-marcelmagaHS-LokoMasCrazy-xA_N_D_R_Ex-Loz1m"
"Rodrigof93","17","63","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","99","-","-","-","-","17-Rodrigof93-justinpaso"
"justinpaso","17","62","0","0","0","0","65.490234","0","0","0","0","byplayer","0","0","-","2","118","68.560616","68.560616","-","-","17-Rodrigof93-justinpaso"
"DemonousDominic","17","64","0","0","0","0","31.57","0","0","0","0","byplayer","0","0","-","1","65","18.712646","18.712646","-","-","15-HEIFFERT-PERU-Lexxero-DemonousDominic-Skyness08"
